entrez_id,gene_symbol,gene_name,organism,chromosome,map_location,summary,other_designations,chr_accession,chr_start,chr_stop,node_id
113178,SCAMP4,secretory carrier membrane protein 4,Homo sapiens,19,19p13.3,"Secretory carrier membrane proteins (SCAMPs) are widely distributed integral membrane proteins implicated in membrane trafficking. Most SCAMPs (e.g., SCAMP1; MIM 606911) have N-terminal cytoplasmic NPF (arg-pro-phe) repeats, 4 central transmembrane regions, and a short C-terminal cytoplasmic tail. These SCAMPs likely have a role in endocytosis that is mediated by their NPF repeats. Other SCAMPs, such as SCAMP4, lack the NPF repeats and are therefore unlikely to function in endocytosis (summary by Fernandez-Chacon and Sudhof, 2000 [PubMed 11050114]).[supplied by OMIM, Feb 2011]",secretory carrier-associated membrane protein 4,NC_000019.10,1905398,1926012,125230
115703,ARHGAP33,Rho GTPase activating protein 33,Homo sapiens,19,19q13.12,"This gene encodes a member of the sorting nexin family. Members of this family contain a phox (PX) domain, which is a phosphoinositide binding domain, and are involved in intracellular trafficking. Alternative splice variants encoding different isoforms have been identified in this gene. [provided by RefSeq, Feb 2010]",rho GTPase-activating protein 33|neurite outgrowth multiadaptor RhoGAP protein|rho-type GTPase-activating protein 33|sorting nexin 26|tc10/CDC42 GTPase-activating protein,NC_000019.10,35775563,35788821,125448
118429,ANTXR2,ANTXR cell adhesion molecule 2,Homo sapiens,4,4q21.21,"This gene encodes a receptor for anthrax toxin. The protein binds to collagen IV and laminin, suggesting that it may be involved in extracellular matrix adhesion. Mutations in this gene cause juvenile hyaline fibromatosis and infantile systemic hyalinosis. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]",anthrax toxin receptor 2|capillary morphogenesis gene 2 protein|capillary morphogenesis protein 2,NC_000004.12,80073471,79901145,125602
122060,SLAIN1,SLAIN motif family member 1,Homo sapiens,13,13q22.3,"Predicted to be involved in cytoplasmic microtubule organization; microtubule nucleation; and positive regulation of microtubule polymerization. Predicted to be located in microtubule plus-end. [provided by Alliance of Genome Resources, Jul 2025]",SLAIN motif-containing protein 1,NC_000013.11,77697686,77764228,125759
125950,RAVER1,"ribonucleoprotein, PTB binding 1",Homo sapiens,19,19p13.2,"Enables RNA binding activity. Predicted to be located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Jul 2025]",ribonucleoprotein PTB-binding 1|protein raver-1,NC_000019.10,10333528,10316211,125936
135114,HINT3,histidine triad nucleotide binding protein 3,Homo sapiens,6,6q22.32,"Histidine triad proteins, such as HINT3, are nucleotide hydrolases and transferases that act on the alpha-phosphate of ribonucleotides (Brenner, 2002 [PubMed 12119013]).[supplied by OMIM, Mar 2008]",adenosine 5'-monophosphoramidase HINT3|HINT-3|HIT-like protein,NC_000006.12,125956769,125980243,126420
150864,FAM117B,family with sequence similarity 117 member B,Homo sapiens,2,2q33.2,,"protein FAM117B|amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13|amyotrophic lateral sclerosis 2 chromosomal region candidate gene 13 protein",NC_000002.12,202634968,202769756,127329
199731,CADM4,cell adhesion molecule 4,Homo sapiens,19,19q13.31,"Enables vascular endothelial growth factor receptor 2 binding activity. Involved in several processes, including negative regulation of protein phosphorylation; regulation of Rac protein signal transduction; and regulation of wound healing. Located in cell leading edge and cell-cell contact zone. [provided by Alliance of Genome Resources, Jul 2025]",cell adhesion molecule 4|TSLC1-like 2|TSLC1-like protein 2|immunoglobulin superfamily member 4C|nectin-like 4|nectin-like protein 4,NC_000019.10,43641983,43622367,128268
253832,ZDHHC20,zDHHC palmitoyltransferase 20,Homo sapiens,13,13q12.11,"Enables protein-cysteine S-palmitoyltransferase activity and zinc ion binding activity. Involved in peptidyl-L-cysteine S-palmitoylation and positive regulation by host of viral process. Located in Golgi membrane and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",palmitoyltransferase ZDHHC20|DHHC domain-containing cysteine-rich protein 20|acyltransferase ZDHHC20|probable palmitoyltransferase ZDHHC20|zinc finger DHHC domain-containing protein 20|zinc finger DHHC-type containing 20|zinc finger DHHC-type palmitoyltransferase 20,NC_000013.11,21459302,21372570,128991
256714,MAP7D2,MAP7 domain containing 2,Homo sapiens,X,Xp22.12,"Predicted to enable kinesin binding activity and microtubule binding activity. Predicted to be involved in axon development and microtubule cytoskeleton organization. Predicted to be located in axon; microtubule cytoskeleton; and midbody. Predicted to be active in microtubule cytoskeleton. [provided by Alliance of Genome Resources, Apr 2025]",MAP7 domain-containing protein 2|MAP7 domain containing 2 brain|MAP7 domain containing 2 protein varaint 1|MAP7 domain containing 2 protein varaint 2,NC_000023.11,20116906,20006712,129178
284266,SIGLEC15,sialic acid binding Ig like lectin 15,Homo sapiens,18,18q12.3,"Predicted to be involved in regulation of actin cytoskeleton organization; regulation of bone resorption; and regulation of osteoclast development. Predicted to be located in membrane. Predicted to be part of protein-containing complex. Predicted to be active in plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",sialic acid-binding Ig-like lectin 15|CD33 antigen-like 3|CD33 molecule-like 3,NC_000018.10,45825674,45844093,129810
337867,UBAC2,UBA domain containing 2,Homo sapiens,13,13q32.3,"Predicted to enable serine-type endopeptidase activity. Involved in negative regulation of canonical Wnt signaling pathway and negative regulation of retrograde protein transport, ER to cytosol. Acts upstream of or within protein localization to endoplasmic reticulum. Located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Jul 2025]",ubiquitin-associated domain-containing protein 2|RP11-178C10.1|UBA domain-containing protein 2|phosphoglycerate dehydrogenase like 1|phosphoglycerate dehydrogenase-like protein 1,NC_000013.11,99200853,99386503,130617
341640,FREM2,FRAS1 related extracellular matrix 2,Homo sapiens,13,13q13.3,"This gene encodes an integral membrane protein containing numerous CSPG (chondroitin sulfate proteoglycan element) repeats and Calx-beta domains. The encoded protein localizes to the basement membrane, forming a ternary complex that plays a role in epidermal-dermal interactions. This protein is important for the integrity of skin and renal epithelia. Mutations in this gene are associated with Fraser syndrome. [provided by RefSeq, Apr 2014]",FRAS1-related extracellular matrix protein 2|ECM3 homolog|FRAS1 related extracellular matrix protein 2,NC_000013.11,38687076,38887130,131147
353091,RAET1G,retinoic acid early transcript 1G,Homo sapiens,6,6q25.1,"This gene encodes a member of the major histocompatibility complex (MHC) class I family of proteins. Although the encoded protein includes C-terminal transmembrane and cytoplasmic domains, proteolytic processing results in the removal of these domains and subsequent tethering to the plasma membrane by a glycosylphosphatidylinositol (GPI)-anchor. The encoded protein is one of several related ligands of the natural killer group 2, member D (NKG2D) receptor, which functions as an activating receptor in innate and adaptive immunity. This gene is present in a gene cluster on chromosome 6. [provided by RefSeq, Jul 2015]",UL-16 binding protein 5|retinoic acid early transcript 1G protein,NC_000006.12,149923120,149916877,131627
414918,DENND6B,DENN domain containing 6B,Homo sapiens,22,22q13.33,"Enables guanyl-nucleotide exchange factor activity. Predicted to be located in cytosol. Predicted to be active in recycling endosome. [provided by Alliance of Genome Resources, Jul 2025]","protein DENND6B|DENN domain-containing protein 6B|DENN/MADD domain containing 6B|family with sequence similarity 116, member B|protein FAM116B",NC_000022.11,50327011,50309029,136098
100772552,Ace2,angiotensin converting enzyme 2,Cricetulus griseus,X,,,angiotensin-converting enzyme 2|angiotensin I converting enzyme (peptidyl-dipeptidase A) 2|angiotensin I converting enzyme 2,NW_003613952.1,107261,157524,1636295
103231639,ACE2,angiotensin converting enzyme 2,Chlorocebus sabaeus,X,,,angiotensin-converting enzyme 2|angiotensin I converting enzyme 2,NC_132933.1,137299110,137344728,3938036
43740568,S,surface glycoprotein,Severe acute respiratory syndrome coronavirus 2,,,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is an enveloped, positive-sense, single-stranded RNA virus that causes coronavirus disease 2019 (COVID-19). Virus particles include the RNA genetic material and structural proteins needed for invasion of host cells. Once inside the cell the infecting RNA is used to encode structural proteins that make up virus particles, nonstructural proteins that direct virus assembly, transcription, replication and host control and accessory proteins whose function has not been determined.~ The structural proteins of SARS-CoV-2 include the envelope protein (E), spike or surface glycoprotein (S), membrane protein (M) and the nucleocapsid protein (N).  The spike glycoprotein is found on the outside of the virus particle and gives coronavirus viruses their crown-like appearance. This glycoprotein mediates attachment of the virus particle and entry into the host cell.  S protein is an important target for vaccine development, antibody therapies and diagnostic antigen-based tests.",surface glycoprotein,NC_045512.2,21562,25383,4383848
1489672,M,membrane glycoprotein M,SARS coronavirus Tor2,,,,membrane glycoprotein M,NC_004718.3,26397,27062,4383913
1489671,E,small envelope protein,SARS coronavirus Tor2,,,,small envelope protein,NC_004718.3,26116,26346,4383914
1489668,S,spike glycoprotein,SARS coronavirus Tor2,,,,spike glycoprotein,NC_004718.3,21491,25258,4383915
1489678,N,ORF9a protein;nucleocapsid protein,SARS coronavirus Tor2,,,,ORF9a protein;nucleocapsid protein,NC_004718.3,28119,29387,4383916
1489674,ORF7a,ORF7a protein,SARS coronavirus Tor2,,,,ORF7a protein,NC_004718.3,27272,27640,4383920
1489676,ORF8a,ORF8a protein,SARS coronavirus Tor2,,,,ORF8a protein,NC_004718.3,27778,27897,4383922
1489677,ORF8b,ORF8b protein,SARS coronavirus Tor2,,,,ORF8b protein,NC_004718.3,27863,28117,4383923
647024,C6orf132,chromosome 6 open reading frame 132,Homo sapiens,6,6p21.1,,uncharacterized protein C6orf132|cervical cancer lymphatic metastasis-associated lncRNA,NC_000006.12,42142619,42101118,571814
692094,MSMP,"microseminoprotein, prostate associated",Homo sapiens,9,9p13.3,"This gene encodes a member of the beta-microseminoprotein family. Members of this protein family contain ten conserved cysteine residues that form intra-molecular disulfide bonds. The encoded protein may play a role in prostate cancer tumorigenesis. [provided by RefSeq, Jan 2011]",prostate-associated microseminoprotein|PC3 prostate cancer cell-secreted microprotein,NC_000009.12,35754275,35752989,593041
